,Bedroom,Bathroom,Den,Address,Lat,Long,Price
374,1,1.0,0,M4Y,43.669450700000006,-79.38747049999999,2550.0
375,1,1.0,1,L3R,43.8413607,-79.3201494,1900.0
376,1,1.0,0,L6G,43.8561002,-79.3370188,1800.0
377,1,1.0,1,M5V,43.6385213,-79.39946379999999,2300.0
378,1,1.0,0,M5B,43.660846,-79.3787556,2250.0
379,1,1.0,0,M5E,43.6485726,-79.37627540000001,1900.0
380,1,1.0,0,L7J,43.6281687,-80.041462,1175.0
381,2,2.0,0,L6G,43.8497521,-79.32466629999999,2300.0
382,1,1.0,0,M5A,43.653075,-79.37017900000001,2000.0
383,1,1.0,1,M6H,43.6739944,-79.44168499999999,1650.0
384,2,1.0,0,M6J,43.6415686,-79.42460279999999,2889.0
385,2,2.0,0,M5B,43.6606054,-79.37863540000001,2800.0
386,1,1.0,0,M5T,43.6520426,-79.4022416,1300.0
387,2,1.0,0,L1H,43.892047399999996,-78.86086800000001,1250.0
388,1,1.0,0,M6J,43.65229779999999,-79.4069977,1300.0
389,2,1.0,0,L7R,43.336221,-79.78690040000001,1750.0
390,1,1.0,1,M5V,43.6400685,-79.39996040000001,2400.0
391,1,1.0,0,M5B,43.6606054,-79.37863540000001,2000.0
392,1,1.0,0,M5G,43.659329,-79.3826747,2350.0
393,2,2.0,0,M5B,43.656733200000005,-79.37515400000001,2900.0
394,2,2.0,0,M5J,43.6410868,-79.3814048,2900.0
395,2,2.0,0,M4Y,43.6652335,-79.3842932,3300.0
396,1,1.0,1,L5B,43.589760299999995,-79.6484562,2200.0
397,1,1.0,0,M5V,43.6469441,-79.3923973,1850.0
398,1,1.0,1,L5H,43.534070899999996,-79.6245936,2150.0
399,1,1.0,0,M5A,43.653978,-79.3541341,1900.0
400,1,1.0,0,M6K,43.638700299999996,-79.4121833,2200.0
402,3,2.0,0,M5V,43.6467641,-79.3922208,3200.0
403,1,1.0,0,M5E,43.6441737,-79.3894209,2500.0
404,1,1.5,0,m8v,43.6070571,-79.4949066,1200.0
405,1,1.0,0,m5e,43.645271,-79.37639509999998,2600.0
406,2,2.0,0,M4Y,43.6695928,-79.3805797,3575.0
407,2,1.0,0,M5V,43.6383175,-79.3977947,3200.0
408,2,1.0,0,M5V,43.6469441,-79.3923973,2500.0
409,1,1.0,0,M5B,43.6606054,-79.37863540000001,1850.0
410,1,1.0,0,M5V,43.6469441,-79.3923973,2100.0
411,1,1.0,0,L7S,43.3202733,-79.8031017,1575.0
412,1,1.0,0,M5B,43.6606054,-79.37863540000001,1950.0
413,1,1.0,0,M4Y,43.6660964,-79.3873217,2400.0
414,1,1.0,0,M5T,43.6524873,-79.3896218,1800.0
415,2,1.5,0,L1H,43.8975848,-78.8553098,1250.0
416,1,1.0,1,L6G,43.8533775,-79.32543129999999,1700.0
417,1,2.0,1,L5B,43.5904968,-79.63292870000001,2150.0
418,3,1.5,0,M6J,43.6411088,-79.419448,3450.0
419,1,1.0,1,M5V,43.6430505,-79.3916429,2150.0
420,2,1.0,0,L1H,43.8975848,-78.8553098,1350.0
421,2,1.0,0,M5A,43.6519582,-79.3688547,2550.0
422,1,1.0,0,M5V,43.6367593,-79.3978503,1900.0
423,1,1.0,1,m8v,43.62160170000001,-79.4828681,2450.0
424,1,1.0,1,M4Y,43.6618956,-79.3857479,2500.0
425,1,1.0,0,M5J,43.64005770000001,-79.379201,2800.0
426,1,1.0,0,L6G,43.8516467,-79.326656,1600.0
427,1,1.0,1,M5A,43.658981,-79.36291899999999,2099.0
428,1,1.0,1,M5A,43.652576399999994,-79.36706590000001,2350.0
429,1,1.0,0,M4V,43.688897100000005,-79.41198359999999,1617.0
430,1,1.0,0,M5T,43.654757700000005,-79.4008271,1750.0
431,2,2.0,0,M5G,43.660110700000004,-79.38588709999999,2950.0
432,2,2.0,0,M2N,43.761461100000005,-79.4098016,3000.0
433,1,1.0,0,M5E,43.6493806,-79.37453190000001,2200.0
434,2,2.0,0,L5B,43.5798725,-79.6462449,2300.0
435,1,1.0,0,M5A,43.6551919,-79.3539119,2200.0
436,1,1.0,0,M5A,43.6527574,-79.3665108,2450.0
437,1,1.0,0,M6H,43.65967929999999,-79.4292906,1857.0
438,1,1.0,0,M6H,43.65967929999999,-79.4292906,1757.0
439,1,1.0,0,M6H,43.65967929999999,-79.4292906,1597.0
440,1,1.0,0,M3H,43.7486405,-79.4371391,1817.0
441,1,1.0,0,M2R,43.771617299999996,-79.4432608,1717.0
442,2,1.0,0,M2R,43.771617299999996,-79.4432608,2017.0
443,2,1.0,0,M3H,43.7486405,-79.4371391,2177.0
444,1,1.0,0,M6H,43.6599474,-79.4308197,1857.0
445,1,1.0,0,M6H,43.6589956,-79.4296933,1757.0
446,1,1.0,0,M6H,43.6589956,-79.4296933,1717.0
447,1,1.0,0,M6H,43.6589956,-79.4296933,1597.0
448,1,1.0,0,M2J,43.7750925,-79.3490639,1927.0
449,1,1.5,1,L4A,43.971005,-79.24890090000001,1800.0
450,1,1.0,0,m4k,43.6718131,-79.34153909999999,2000.0
451,1,1.0,1,M5V,43.640863700000004,-79.39573929999999,2350.0
452,2,1.0,0,M6M,43.6911466,-79.4714355,1850.0
453,1,1.0,0,M5G,43.6608355,-79.3858556,750.0
454,1,1.0,0,M5E,43.6485726,-79.37627540000001,1850.0
455,2,1.0,0,M4Y,43.6644404,-79.37498190000001,2100.0
456,1,1.0,0,M5Y,43.653226000000004,-79.3831843,2800.0
457,2,2.0,0,L5B,43.5862105,-79.64292979999999,2450.0
458,3,2.0,0,M5V,43.6387842,-79.3988635,3500.0
459,1,1.0,1,M5V,43.6476244,-79.3968608,2700.0
460,1,1.0,0,M5V,43.640402,-79.39714670000001,2100.0
461,1,1.0,0,M6K,43.63982539999999,-79.4122306,2250.0
462,2,2.0,0,M6J,43.6413402,-79.41813940000002,3200.0
463,1,1.0,1,M5H,43.64738010000001,-79.3872741,2400.0
464,1,1.5,1,l3r,43.8571804,-79.3219101,1850.0
465,2,1.0,0,L1G,43.8982151,-78.8657053,1450.0
466,1,1.0,0,M5T,43.6531643,-79.3900311,2099.0
467,3,2.0,0,M3A,43.76348660000001,-79.34598359999998,2000.0
468,1,1.0,0,M5V,43.6434855,-79.39230450000001,2300.0
469,1,1.0,0,M5V,43.6469441,-79.3923973,2090.0
470,1,1.0,0,M5H,43.648841100000006,-79.3779693,2200.0
471,1,1.5,1,M5B,43.6606054,-79.37863540000001,2300.0
472,1,1.0,1,M4M,43.661062799999996,-79.35154150000001,2500.0
473,2,2.0,0,M5J,43.6456126,-79.38258540000001,3200.0
474,1,1.0,1,l5m,43.5634487,-79.7433173,2499.0
475,1,1.0,0,M4M,43.661062799999996,-79.35154150000001,2500.0
476,2,2.0,0,M5E,43.644408399999996,-79.37656170000001,3000.0
477,1,2.0,1,M5A,43.652330799999994,-79.3560136,2300.0
478,1,1.0,0,M5B,43.660846,-79.3787556,1850.0
479,1,2.0,0,M5H,43.6505597,-79.38207220000001,2800.0
480,1,1.0,0,,43.66878270000001,-79.3799595,1195.0
481,1,1.0,0,L6J,43.4495669,-79.66463879999999,1350.0
482,1,1.0,0,L3Z,44.1144545,-79.5676753,1100.0
483,1,1.0,0,L3Z,44.1144545,-79.5676753,1100.0
484,1,1.0,0,L3Z,44.1144545,-79.5676753,1100.0
485,1,1.0,0,M5H,43.6505597,-79.38207220000001,1900.0
486,2,1.0,0,L1X,43.8534989,-79.0801505,1730.0
487,1,1.0,0,911,43.6349738,-79.43518590000001,1429.0
488,1,1.0,1,M5J,43.6418891,-79.3837936,2400.0
489,1,1.0,1,M5S,43.6629771,-79.386217,2200.0
490,1,1.0,1,L5B,43.586412700000004,-79.6471538,1850.0
491,1,1.0,0,M5H,43.648742,-79.3868108,2400.0
492,1,1.0,0,M4J,43.6790089,-79.34389940000001,1300.0
493,1,1.0,0,M5J,43.6417851,-79.3790058,2600.0
494,1,1.0,0,M4Y,43.6676701,-79.389445,2410.0
495,2,1.0,0,M4Y,43.6676701,-79.389445,2915.0
496,2,1.0,0,L5A,43.592495299999996,-79.6324462,1700.0
497,1,1.0,0,M4Y,43.6676701,-79.389445,2035.0
498,2,2.0,0,L6T,43.7106966,-79.7272366,1780.0
499,1,1.0,1,M6K,43.64027720000001,-79.4241261,2200.0
500,1,1.5,0,L3Z,44.1210692,-79.5649097,925.0
501,1,1.0,0,M5V,43.6469441,-79.3923973,2150.0
502,1,1.0,0,L5B,43.581639100000004,-79.648193,1950.0
503,1,1.0,0,L7R,43.3267886,-79.7955236,2200.0
504,2,2.0,0,M5B,43.661198,-79.3816644,2800.0
505,1,1.0,0,M5B,43.661198,-79.3816644,2000.0
506,1,1.0,0,L7S,43.3267271,-79.8021823,1375.0
507,1,1.0,1,M3C,43.730692700000006,-79.32731940000001,1850.0
508,1,1.0,0,M5A,43.6583179,-79.36823570000001,1380.0
509,1,1.0,0,L3R,43.85631,-79.3286298,1800.0
510,1,1.0,0,,43.654262,-79.385975,2500.0
511,1,1.0,0,M5B,43.6598307,-79.3805207,2300.0
512,2,1.0,0,M5J,43.6416068,-79.3822802,1180.0
513,1,1.0,0,M5J,43.6415846,-79.3826205,2650.0
514,2,1.0,0,M6E,43.678467700000006,-79.4464682,2000.0
515,1,1.0,0,M5A,43.6565369,-79.3544975,2450.0
516,1,1.0,0,M5V,43.6489727,-79.3872946,2299.0
517,2,2.0,0,L6G,43.84993789999999,-79.3275055,2150.0
518,2,2.0,0,M5J,43.6410868,-79.3814048,2900.0
519,1,1.0,0,M5J,43.6410868,-79.3814048,2200.0
520,2,2.0,0,M5E,43.64310510000001,-79.375906,3200.0
521,1,1.0,0,M5V,43.647627299999996,-79.39040809999999,2650.0
522,2,2.0,0,M4Y,43.6652335,-79.3842932,3300.0
523,1,1.0,1,M5V,43.6400685,-79.39996040000001,2400.0
524,1,1.0,0,M5V,43.647632,-79.39296259999999,2100.0
525,1,1.0,0,M5T,43.6531643,-79.3900311,2480.0
526,1,1.0,0,M9N,43.7046478,-79.5275537,1520.0
527,1,1.0,0,M9N,43.7046478,-79.5275537,1520.0
528,1,1.0,0,M4Y,43.6683764,-79.3806431,1750.0
529,2,1.0,0,m8v,43.625159000000004,-79.47872029999999,2550.0
530,2,2.0,0,M4Y,43.6651058,-79.37690090000001,3200.0
531,1,1.0,0,M5V,43.6489001,-79.392205,2100.0
532,1,1.0,0,M5X,43.6484292,-79.3822802,1300.0
533,1,1.0,0,M5J,43.6419081,-79.38177979999999,2050.0
534,1,1.0,1,L6G,43.8521463,-79.3278873,1900.0
535,2,2.0,0,M5V,43.647870000000005,-79.391138,2350.0
536,1,1.0,0,M5H,43.6488576,-79.3781453,2750.0
537,1,1.0,0,M4Y,43.666559899999996,-79.3791219,1795.0
538,1,1.0,0,M4V,43.6867088,-79.3992577,1950.0
539,2,1.0,0,L9W,43.905986600000006,-80.09295290000001,1790.0
540,1,1.0,0,M5A,43.652058399999994,-79.37145749999999,2450.0
541,1,1.0,1,M5J,43.6406456,-79.380939,1830.0
542,1,1.0,0,M4Y,43.664843700000006,-79.3859297,2500.0
543,1,1.0,1,L4H,43.8297388,-79.56567790000001,2400.0
544,1,1.0,0,M5J,43.642546200000005,-79.37726550000001,1600.0
545,2,1.0,0,M5A,43.6594213,-79.36102509999999,1600.0
546,1,1.5,0,M5G,43.6550554,-79.3847211,2800.0
547,1,1.0,0,M4W,43.671081799999996,-79.38074350000001,1970.0
548,1,1.0,0,L1V,43.8413956,-79.09241750000001,1250.0
549,1,1.0,0,M5A,43.6527574,-79.3665108,2000.0
550,2,2.0,0,L3S,43.8427424,-79.2706616,2500.0
551,1,1.0,0,M5B,43.6621286,-79.37695759999998,1305.0
552,1,1.0,1,M5E,43.6458091,-79.3756819,2600.0
553,1,1.0,0,M5A,43.6527574,-79.3665108,2200.0
554,1,1.0,0,M5J,43.6418726,-79.3819064,2450.0
555,1,1.0,0,M5R,43.670320200000006,-79.39443320000001,1900.0
556,2,2.0,0,M5A,43.6551919,-79.3539119,3000.0
557,1,1.0,0,M5J,43.643136600000005,-79.3805285,2200.0
558,1,1.0,0,M4W,43.671081799999996,-79.38074350000001,1650.0
559,1,1.0,0,L4L,43.78995,-79.5461535,1950.0
560,1,1.0,1,L6G,43.8533775,-79.32543129999999,1700.0
561,1,1.0,0,M5B,43.6606054,-79.37863540000001,1950.0
562,1,1.0,0,M8Y,43.6232891,-79.48369509999999,1950.0
563,2,2.0,0,M5B,43.6619074,-79.3782085,4000.0
564,1,1.0,0,M5V,43.6439201,-79.3994776,2700.0
565,1,1.0,0,M6S,43.661108299999995,-79.4987507,1100.0
566,1,1.0,0,M5b,43.6598307,-79.3805207,1000.0
567,2,2.0,0,L4K,43.7956959,-79.5203179,2500.0
568,1,1.0,1,M5V,43.6397355,-79.3904175,2600.0
569,1,1.0,1,l4n,43.653978,-79.3541341,2250.0
570,1,1.0,1,M5T,43.6524331,-79.3888604,2400.0
571,2,1.0,0,L5A,43.5942563,-79.6029457,1850.0
572,2,1.0,0,L6X,43.683063,-79.771759,1350.0
573,1,1.0,0,M5v,43.6469441,-79.3923973,2050.0
574,1,2.0,0,M5V,43.6453398,-79.4021851,2650.0
575,1,1.0,1,m1g,43.7672565,-79.22273390000001,1860.0
576,3,2.0,0,L5A,43.5942563,-79.6029457,2100.0
577,3,2.0,0,M5V,43.650340299999996,-79.3876465,3900.0
578,1,1.0,0,M5V,43.6434855,-79.39230450000001,2100.0
579,2,1.0,0,M6K,43.634354200000004,-79.4352696,1779.0
580,1,1.0,0,M6K,43.63828839999999,-79.4360532,1929.0
581,1,1.0,0,M5B,43.660456599999996,-79.37849720000001,2000.0
582,2,2.0,0,L7S,43.317316399999996,-79.8051158,3200.0
583,2,2.0,0,M6K,43.6356261,-79.4268735,2800.0
584,1,1.0,0,M8W,43.592136100000005,-79.5326816,1750.0
585,1,1.0,0,M4Y,43.6673847,-79.3826756,1568.0
586,1,1.0,0,M5S,43.6665804,-79.40093940000001,1200.0
587,2,2.0,0,L7R,43.338737,-79.8100685,2200.0
588,1,1.0,0,M5V,43.6469441,-79.3923973,2050.0
589,2,2.0,0,M5J,43.642282,-79.38282650000001,3150.0
590,1,1.0,0,M5V,43.6447693,-79.3970587,1600.0
591,1,1.0,0,M6G,43.6667107,-79.40435079999999,1500.0
592,1,1.0,0,M5J,43.6426791,-79.3769938,1900.0
593,1,1.0,0,M6B,43.7147936,-79.4283233,1750.0
594,2,2.0,0,M5V,43.6460058,-79.38990849999999,3100.0
595,1,1.0,1,M5V,43.64140820000001,-79.3912531,2950.0
596,3,1.0,0,L2E,43.104125700000004,-79.0654766,1350.0
597,1,1.0,0,M5V,43.64514929999999,-79.39081329999999,1300.0
598,2,2.0,0,M5A,43.6594213,-79.36102509999999,2600.0
599,2,1.0,0,M5V,43.645641,-79.39295340000001,1900.0
600,2,2.0,0,L6G,43.853914200000006,-79.3381945,2300.0
601,1,1.0,0,M4Y,43.6616824,-79.3833791,2200.0
602,1,1.0,0,M5J,43.6418064,-79.3789807,2500.0
603,1,2.0,0,M5V,43.640402,-79.39714670000001,3600.0
604,1,1.0,0,M4Y,43.6691531,-79.3873723,2050.0
605,1,1.0,0,M4Y,43.668799799999995,-79.3759678,1600.0
606,1,1.0,0,M5J,43.6397444,-79.3837757,2300.0
607,1,1.0,1,M6R,43.6520027,-79.4492618,2250.0
608,2,2.0,0,M5V,43.6487831,-79.3880423,4050.0
609,2,2.0,0,M5V,43.6487831,-79.3880423,4100.0
610,1,1.0,0,M6B,43.7087795,-79.4447062,850.0
611,1,1.0,1,M5G,43.6568825,-79.3835616,2000.0
612,3,2.0,0,M5J,43.6415283,-79.3833016,4200.0
613,1,1.0,1,M5V,43.6469126,-79.3902415,2300.0
614,2,1.5,0,M5V,43.6421316,-79.4013687,2300.0
615,1,1.0,1,M5S,43.6629771,-79.386217,2200.0
616,2,2.0,0,L3R,43.856879600000006,-79.324595,2475.0
617,1,1.0,0,L5M,43.5494504,-79.719706,1750.0
618,2,2.0,0,M5J,43.6421671,-79.3819283,2800.0
619,1,1.0,0,L5M,43.5494504,-79.719706,1750.0
620,1,1.0,1,M6K,43.64027720000001,-79.4241261,2200.0
621,1,1.0,0,316,43.856879600000006,-79.324595,1690.0
622,1,1.0,0,M6K,43.6398173,-79.43737970000001,1849.0
623,1,1.0,0,M5J,43.6418726,-79.3819064,2100.0
624,1,1.0,1,L9V,44.079119,-80.2011728,1300.0
625,1,1.0,0,M5V,43.6454236,-79.3962213,2200.0
626,1,1.0,0,M8Y,43.624733500000005,-79.4995337,1450.0
627,1,1.0,1,M5T,43.6524331,-79.3888604,2545.0
628,1,1.0,0,,44.5007687,-80.2169047,1750.0
629,1,1.0,1,M5A,43.653890600000004,-79.36895109999999,2450.0
630,2,2.0,0,M9C,43.6394963,-79.5640901,2200.0
631,2,2.0,0,M5H,43.6505597,-79.38207220000001,2800.0
632,1,1.0,1,M9B,43.6690744,-79.3911301,1799.0
633,1,1.0,0,M5A,43.653978,-79.3541341,2050.0
634,2,1.0,0,L1N,43.8792747,-78.9346733,1350.0
635,1,1.0,1,L4A,43.971005,-79.24890090000001,1675.0
636,1,1.0,1,M5J,43.6415846,-79.3826205,2350.0
637,1,1.0,0,M6J,43.6428951,-79.4281018,2000.0
638,1,1.0,0,M4Y,43.66703,-79.37638620000001,2300.0
639,3,2.0,0,M5B,43.6606054,-79.37863540000001,3200.0
640,1,1.0,0,M5V,43.6361646,-79.4033004,2200.0
641,1,1.0,0,M6K,43.6391261,-79.41922209999998,1900.0
642,2,1.0,0,M5V,43.6412101,-79.3938921,2600.0
643,2,1.0,0,M6H,43.665271000000004,-79.4476835,2600.0
644,1,1.0,0,M5T,43.651579299999995,-79.39008000000001,3750.0
645,2,1.0,0,L1G,43.8978185,-78.863977,1250.0
646,1,1.0,0,M5T,43.651579299999995,-79.39008000000001,2500.0
647,2,1.5,0,M3N,43.748556799999996,-79.506065,1300.0
648,1,1.0,0,M5E,43.6460983,-79.37605490000001,2250.0
649,1,1.0,1,L1A,43.9514277,-78.294416,1200.0
650,1,1.0,1,M5S,43.6653563,-79.387999,2300.0
651,1,1.0,0,m5s,43.6659564,-79.4047989,650.0
652,2,1.0,0,L7S,43.3267271,-79.8021823,2975.0
653,1,1.0,0,M5T,43.651955,-79.38964770000001,2000.0
654,1,1.0,0,M5V,43.6452974,-79.3923967,4700.0
655,1,1.0,0,M5J,43.6418064,-79.3789807,2550.0
656,1,1.0,1,M3J,43.7505012,-79.4639723,1950.0
657,2,2.0,0,M5J,43.6415846,-79.3826205,3100.0
658,2,2.0,0,L1C,43.91379129999999,-78.68786920000001,1850.0
659,1,2.0,0,M5A,43.650059999999996,-79.3578814,1500.0
660,1,1.0,0,M4Y,43.6692283,-79.37994880000001,1480.0
661,3,2.0,0,M6G,43.6723273,-79.4287263,4625.0
662,1,1.0,1,M5A,43.6527574,-79.3665108,2200.0
663,1,2.0,1,M8V,43.627447100000005,-79.4783741,2350.0
664,1,1.0,0,M5V,43.6469441,-79.3923973,2050.0
665,1,1.0,0,M4Y,43.6655881,-79.383028,2100.0
666,1,1.0,0,M4Y,43.6655881,-79.383028,2100.0
667,2,2.0,0,M5V,43.6344756,-79.4015886,3300.0
668,2,2.0,0,M5E,43.6458091,-79.3756819,4000.0
669,1,1.0,1,L5B,43.588602,-79.63170040000001,1875.0
670,1,1.0,0,m5s,43.6680834,-79.3906814,2525.0
671,1,1.0,0,M6K,43.638306799999995,-79.4147858,2100.0
672,1,1.0,0,K9A,43.960158899999996,-78.16483640000001,850.0
673,1,1.0,0,M5V,43.644628600000004,-79.3929331,2300.0
674,2,2.0,0,L6G,43.84993789999999,-79.3275055,2450.0
675,2,1.0,0,M6K,43.6474943,-79.43599499999999,2750.0
676,1,1.0,0,M5R,43.672734999999996,-79.4023802,1900.0
677,1,1.0,0,M5S,43.6616564,-79.4099423,1700.0
678,1,1.0,0,m5r,43.682588,-79.417815,2450.0
679,1,1.0,0,M4Y,43.6676141,-79.38645890000001,2500.0
680,1,1.0,0,M5V,43.6394055,-79.3932324,2300.0
681,2,1.0,0,M6J,43.6420242,-79.42305970000001,2800.0
682,1,1.0,0,M5A,43.6583179,-79.36823570000001,1380.0
683,1,1.0,1,M5V,43.6405271,-79.397104,2350.0
684,1,1.0,0,M5H,43.6505597,-79.38207220000001,2050.0
685,1,1.0,0,M5V,43.6413078,-79.4000933,850.0
686,2,2.0,0,M5V,43.6366681,-79.40044509999998,2600.0
687,1,1.0,1,m5v,43.6468281,-79.40242409999999,2300.0
688,1,1.5,0,M9A,43.647139700000004,-79.5265814,1550.0
689,1,1.0,0,M4E,43.680601700000004,-79.2893327,1600.0
690,2,2.0,0,M4y,43.66385220000001,-79.38411529999999,2600.0
691,2,1.0,0,M5B,43.66053970000001,-79.37866170000001,2800.0
692,1,1.0,0,M5G,43.6575221,-79.3899928,1750.0
693,1,1.0,0,M5V,43.6394055,-79.3932324,2000.0
694,3,1.0,0,m5t,43.6486411,-79.40119279999999,3600.0
695,3,2.0,0,M5J,43.6419081,-79.38177979999999,3800.0
696,2,2.0,0,M3C,43.7206419,-79.3493968,2400.0
697,1,1.0,0,M5J,43.640024700000005,-79.3812245,2200.0
698,2,2.0,0,M5J,43.6406456,-79.380939,3200.0
699,1,1.0,1,M5J,43.6418726,-79.3819064,2300.0
700,2,1.0,0,L1J,43.8946417,-78.8696396,1300.0
701,1,1.0,0,M5V,43.6387842,-79.3988635,2600.0
702,3,3.0,0,M4R,43.707319700000006,-79.4002252,1300.0
703,2,2.0,0,M5J,43.6418064,-79.3789807,2950.0
704,1,1.0,0,M5H,43.6488576,-79.3781453,2350.0
705,2,1.0,0,M6J,43.6415328,-79.4240715,2400.0
706,1,1.0,0,M4W,43.6721931,-79.38786640000001,2000.0
707,1,1.0,0,911,43.6349738,-79.43518590000001,1729.0
708,1,1.0,0,N1H,43.544619299999994,-80.2473831,975.0
709,2,1.0,0,L6K,43.4443781,-79.68306700000001,1700.0
710,2,2.0,0,M5V,43.6467641,-79.3922208,2500.0
711,2,2.0,0,M2N,43.756589500000004,-79.4054146,2350.0
712,1,1.0,0,M4Y,43.6678174,-79.3831111,1750.0
713,2,1.0,0,M4Y,43.6678174,-79.3831111,2850.0
714,2,2.0,0,L6K,43.4422541,-79.6731017,2800.0
715,1,2.0,1,M8V,43.627447100000005,-79.4783741,2450.0
716,1,1.0,0,L6G,43.850094,-79.3234946,1850.0
717,2,2.0,0,L6G,43.850094,-79.3234946,2150.0
718,1,1.0,1,M5V,43.6464345,-79.3918689,2450.0
719,1,1.0,0,M5V,43.6464345,-79.3918689,2450.0
720,1,1.0,0,M5J,43.6410868,-79.3814048,2150.0
721,1,1.0,1,M5J,43.6418064,-79.3789807,2600.0
722,1,1.0,0,M5V,43.644460200000005,-79.4024689,2200.0
723,1,1.0,0,M4Y,43.669300899999996,-79.3841709,2400.0
724,2,2.0,0,M1T,43.7789286,-79.3241989,2500.0
725,1,1.0,0,M5G,43.6539487,-79.3885701,1900.0
726,1,1.0,0,M5C,43.652812,-79.3733062,1975.0
727,1,1.0,0,L4C,43.875774299999996,-79.4214372,900.0
728,2,2.0,0,m5v,43.637287,-79.396355,2800.0
729,1,1.0,0,M6K,43.6398173,-79.43737970000001,1449.0
730,2,2.0,0,M5V,43.6487831,-79.3880423,4000.0
731,1,1.0,0,M5E,43.6413595,-79.37251450000001,2100.0
732,1,1.0,0,M5E,43.6460983,-79.37605490000001,2250.0
733,1,1.0,1,M5V,43.6469441,-79.3923973,2300.0
734,2,2.0,0,M6K,43.6367119,-79.4206384,2000.0
735,2,2.0,0,M5A,43.6527574,-79.3665108,2775.0
736,1,1.0,1,M6J,43.6423708,-79.42419050000001,2000.0
737,1,1.0,1,M6J,43.6423708,-79.42419050000001,2000.0
738,2,1.0,0,M5B,43.6578373,-79.38060870000001,1200.0
739,1,1.0,0,M4M,43.665172999999996,-79.3410685,2100.0
740,1,1.0,1,M8Y,43.624305299999996,-79.488423,2100.0
741,2,1.0,0,L1H,43.8849512,-78.83260159999999,1350.0
742,2,1.0,0,M5S,43.6672109,-79.3891532,3099.0
743,2,2.0,0,K9A,43.960557,-78.164838,1200.0
744,1,1.0,0,M5V,43.6387842,-79.3988635,2600.0
745,2,2.0,0,L4Z,43.5949126,-79.63573609999999,2299.0
746,1,1.0,0,M5V,43.6393466,-79.3997415,2150.0
